20,bestK,time(nanoTime/TIMER_DIVISOR)
0.17885628976508905,20,2413209
0.1051486906759344,20,822465
0.20698813298831384,20,569161
0.19500392340242603,20,602050
0.22233383059919443,20,360112
0.1319000670061265,20,345294
0.2663010580135471,20,424665
0.14132590398952694,20,447814
0.15154624682061085,20,4203210
0.18338974388063417,20,439694
0.15109136321088265,20,213499
0.09963703102302021,20,227161
0.17257958806463858,20,194265
0.17261750692586875,20,215083
0.09946895041795707,20,224098
0.19396020509098083,20,211147
0.11639618291579049,20,358573
0.18156940292372273,20,195694
0.18282733709727889,20,358235
0.17607012713560305,20,202897
0.12730649727079,20,203470
0.07099415494831124,20,197106
0.12474681490536524,20,342792
0.17292532051253529,20,192135
0.2397853921559278,20,215076
0.12260427332376997,20,212071
0.17067438807702684,20,191735
0.08314689001237593,20,228891
0.11572661540892104,20,192296
0.0961327368090743,20,202769
0.16386334580441156,20,346959
0.17426007098369486,20,216976
0.10755128183821248,20,210802
0.14132738638418132,20,189042
0.1278800959700311,20,228028
0.1811678500281671,20,2740810
0.11936405997422692,20,215904
0.13825585126459777,20,189804
0.11372128528730646,20,206998
0.18751673817398914,20,204684
0.14798289591143524,20,212383
0.1300166925620694,20,239054
0.2020629864246549,20,363162
0.2208295732436684,20,212104
0.16067586737634662,20,191065
0.05361668043173777,20,202783
0.10000285442051166,20,194329
0.18364264720843398,20,211151
0.1313086222123402,20,209891
0.07586051401232931,20,199942
0.13477057414321408,20,194664
0.15164373563577668,20,203713
0.12414542478128282,20,213862
0.10430304404295894,20,189909
0.1537685079987267,20,193030
0.17186413139284254,20,225011
0.09716514954994397,20,229137
0.15746982936174195,20,191625
0.1998725656208237,20,232581
0.11202837005384625,20,215044
0.08521114827316634,20,200948
0.17859735501892632,20,204884
0.09625926329535439,20,229475
0.1497467495788306,20,194387
0.1579247419239036,20,191424
0.15284674034047535,20,207088
0.1937116400321085,20,218663
0.16999195825876612,20,201197
0.15873824004836015,20,199582
0.13268410952735804,20,238542
0.2566004247980105,20,190857
0.25638044122737663,20,190777
0.23630646079479978,20,209060
0.2686266468819724,20,234646
0.16102140357960884,20,198051
0.10535277295379956,20,210412
0.16949148580906148,20,210010
0.12985194904487118,20,202719
0.1262584439150281,20,193258
0.2385211806183875,20,213221
0.1824098307201302,20,222397
0.15602798331097573,20,212364
0.11073527828821117,20,207746
0.18625384157667063,20,240293
0.16619606299413628,20,204548
0.1256155148855718,20,247675
0.16840322634264326,20,199236
0.14088889908068714,20,277676
0.18181775044318535,20,216655
0.1974471756572288,20,196017
0.1660236268767347,20,193925
0.20384901737483305,20,196114
0.12390829383327465,20,369345
0.1082229621355488,20,219149
0.14505761552580113,20,219612
0.26404163720601437,20,254295
0.14163474313797839,20,205626
0.1855933247240008,20,204978
0.13960362243765034,20,194275
0.19898996290189064,20,211513
0.1921642378242147,20,218948
0.1614873804634719,20,260817
0.16795869590324167,20,206815
0.12185132154407713,20,200703
0.11927287627459267,20,191752
0.10105702758422352,20,208443
0.11245387110336698,20,238355
0.11196816006000072,20,201534
0.1433880479155331,20,214673
0.13653410744873004,20,209778
0.16817942419919793,20,196652
0.18123249319738732,20,221195
0.1242017566739877,20,201204
0.1535988553634575,20,311325
0.1266446672190533,20,195219
0.18195579686569943,20,188812
0.23285498083203407,20,217647
0.21123651372547592,20,208188
0.18676443665852743,20,205967
0.09985554292327392,20,219288
0.14880067181477596,20,203851
0.13951034670443535,20,203222
0.11609032261638845,20,201918
0.14910095109357474,20,203295
0.21052347568007262,20,210519
0.11004203338707116,20,217011
0.23026258906967456,20,211334
0.14296969289043077,20,194856
0.11847173344118019,20,201197
0.1554366764672418,20,198443
0.15416061847179155,20,207219
0.08909038173310971,20,201238
0.11492518458622412,20,193026
0.2096494710258789,20,188887
0.25807772876304036,20,196488
0.15839268349523444,20,206986
0.15596433559329292,20,194521
0.09576885006744806,20,213866
0.11583933710736449,20,199728
0.24428586772108027,20,207163
0.1015869278960232,20,210137
0.10133144096652952,20,187147
0.14176754090862323,20,204390
0.20333889460141585,20,210074
0.1260877407754911,20,193470
0.17322584988560577,20,191669
0.21871972071535598,20,197525
0.26601538530314756,20,211892
0.15091336251069748,20,227404
0.076189556517398,20,210680
0.09163114578582104,20,219784
0.15252486578482408,20,207478
0.0873165108020663,20,201659
0.12398682752346389,20,195810
0.16905247554512007,20,202408
0.16038801827190255,20,197815
0.1663872439860493,20,212035
0.2079211013098677,20,187337
0.27783915020546096,20,198179
0.29022482409913547,20,217606
0.13020481825188773,20,196076
0.1748488082967118,20,204679
0.3215874100349186,20,194128
0.18425015773354367,20,187492
0.21288664665975812,20,195659
0.15760637496876342,20,205745
0.2178615060306934,20,198671
0.14329114764457757,20,223344
0.1294921190295077,20,205708
0.2402550530928795,20,210121
0.1454023499736587,20,230298
0.2092912336176702,20,215451
0.15464011599441047,20,222750
0.19680167031379098,20,187140
0.1613549281817538,20,346312
0.15856623000197517,20,203679
0.2910096015144961,20,197829
0.25756733381518243,20,207648
0.1561646963642933,20,208967
0.18709976948452892,20,205852
0.16367876474371879,20,208959
0.24490716190481948,20,205481
0.19272064494617647,20,346032
0.23415310465140804,20,205781
0.18160146368459815,20,204341
0.16882828605658332,20,195477
0.27837967713556694,20,203685
0.09093590218890892,20,213292
0.12774459823305312,20,203992
0.12648322502432438,20,197596
0.2509366126260976,20,203099
0.12019922647948011,20,204904
0.17872767934408296,20,203374
0.2432826437452043,20,197720
0.24849913218278435,20,215398
0.07952233485510032,20,204533
0.21531402204246275,20,332527
0.11388706918353213,20,207162
0.10753922448592815,20,200605
0.13277476463321825,20,215969
0.22229394998781574,20,197502
0.13260450877233332,20,212352
0.2049182789101603,20,203004
0.08667910086009162,20,198847
0.1859876079048804,20,192150
0.2995234553597703,20,216345
0.25206225274035454,20,199553
0.17903437719461246,20,217915
0.08687472222493091,20,228515
0.2504855741874202,20,213195
0.06164589345316957,20,361856
0.12299708137829256,20,226983
0.17327701952893973,20,211138
0.20523754073155231,20,202656
0.17981425783806526,20,219766
0.2793569194060165,20,202269
0.23068800882931687,20,210985
0.20797514411801662,20,220481
0.24403528414949163,20,223919
0.21966292134957985,20,217191
0.2587697586682677,20,212563
0.2024899388298043,20,205216
