15,16,17,18,19,20,21,22,23,24,25,bestK,time(nanoTime/TIMER_DIVISOR)
1192.5219465095429,1192.5219465095429,1192.5219465095429,1192.5219465095429,1192.5219465095429,1192.5219465095429,1192.5219465095429,1192.5219465095429,1192.5219465095429,1192.5219465095429,1192.5219465095429,21,585752
609.8806846091122,609.8806846091122,609.8806846091122,609.8806846091122,609.8806846091122,609.8806846091122,609.8806846091122,609.8806846091122,609.8806846091122,609.8806846091122,609.8806846091122,21,619566
752.9498154615313,752.9498154615313,752.9498154615313,752.9498154615313,752.9498154615313,752.9498154615313,752.9498154615313,752.9498154615313,752.9498154615313,752.9498154615313,752.9498154615313,25,443827
666.2486332677947,666.2486332677947,666.2486332677947,666.2486332677947,666.2486332677947,666.2486332677947,666.2486332677947,666.2486332677947,666.2486332677947,666.2486332677947,666.2486332677947,25,1781900
960.3727050655186,960.3727050655186,960.3727050655186,960.3727050655186,960.3727050655186,960.3727050655186,960.3727050655186,960.3727050655186,960.3727050655186,960.3727050655186,960.3727050655186,25,415182
818.7625036758394,818.7625036758394,818.7625036758394,818.7625036758394,818.7625036758394,818.7625036758394,818.7625036758394,818.7625036758394,818.7625036758394,818.7625036758394,818.7625036758394,25,527096
676.0132152364388,676.0132152364388,676.0132152364388,676.0132152364388,676.0132152364388,676.0132152364388,676.0132152364388,676.0132152364388,676.0132152364388,676.0132152364388,676.0132152364388,25,519980
844.1241159637168,844.1241159637168,844.1241159637168,844.1241159637168,844.1241159637168,844.1241159637168,844.1241159637168,844.1241159637168,844.1241159637168,844.1241159637168,844.1241159637168,18,347642
806.0637794482183,806.0637794482183,806.0637794482183,806.0637794482183,806.0637794482183,806.0637794482183,806.0637794482183,806.0637794482183,806.0637794482183,806.0637794482183,806.0637794482183,25,239349
1096.607914641678,1096.607914641678,1096.607914641678,1096.607914641678,1096.607914641678,1096.607914641678,1096.607914641678,1096.607914641678,1096.607914641678,1096.607914641678,1096.607914641678,25,422256
900.7889261838957,900.7889261838957,900.7889261838957,900.7889261838957,900.7889261838957,900.7889261838957,900.7889261838957,900.7889261838957,900.7889261838957,900.7889261838957,900.7889261838957,21,396662
849.5918623384171,849.5918623384171,849.5918623384171,849.5918623384171,849.5918623384171,849.5918623384171,849.5918623384171,849.5918623384171,849.5918623384171,849.5918623384171,849.5918623384171,25,247812
850.7671635823001,850.7671635823001,850.7671635823001,850.7671635823001,850.7671635823001,850.7671635823001,850.7671635823001,850.7671635823001,850.7671635823001,850.7671635823001,850.7671635823001,25,249987
1121.428146487043,1121.428146487043,1121.428146487043,1121.428146487043,1121.428146487043,1121.428146487043,1121.428146487043,1121.428146487043,1121.428146487043,1121.428146487043,1121.428146487043,25,488750
946.6899811937735,946.6899811937735,946.6899811937735,946.6899811937735,946.6899811937735,946.6899811937735,946.6899811937735,946.6899811937735,946.6899811937735,946.6899811937735,946.6899811937735,25,411405
688.319637531343,688.319637531343,688.319637531343,688.319637531343,688.319637531343,688.319637531343,688.319637531343,688.319637531343,688.319637531343,688.319637531343,688.319637531343,25,306359
696.3092772367365,696.3092772367365,696.3092772367365,696.3092772367365,696.3092772367365,696.3092772367365,696.3092772367365,696.3092772367365,696.3092772367365,696.3092772367365,696.3092772367365,25,522048
