20,bestK,time(nanoTime/TIMER_DIVISOR)
2873.6648513078426,20,2131503
2886.6150668264468,20,890262
4047.260772178501,20,537733
3080.4283478923826,20,541341
2459.5848716366804,20,395934
4711.203582181044,20,538998
3670.5405074473665,20,336130
3520.367653897777,20,347519
2721.409639510264,20,191888
2716.2770160385116,20,356290
2793.9679332509427,20,246914
4260.4258920615075,20,199794
3790.8808574453888,20,200700
4527.055958179395,20,331476
3434.181154106398,20,230381
3852.434458567336,20,370214
3245.0411620260516,20,202081
3570.1346019605094,20,204440
4505.17896857425,20,340082
2376.060270781615,20,192152
6331.415697163729,20,221360
4058.268584331868,20,244145
4261.139229670339,20,342531
3341.7670521265095,20,199489
4319.799907454339,20,351999
2919.3129246383346,20,203560
3019.881530511506,20,201975
3772.3817105780777,20,337205
4832.607656470394,20,204190
3216.804548139239,20,193498
3096.455042992439,20,221593
3243.02960554429,20,197564
3504.4130898638546,20,207504
3332.4712136755625,20,387020
2350.161701782315,20,228372
5074.901509347678,20,192484
3567.998972570303,20,198690
3098.1628034107666,20,202339
4157.706101333806,20,216195
4159.251407976688,20,194342
4348.721242884981,20,190451
3996.1603878406695,20,202989
5046.46854928225,20,198046
2398.3539217388598,20,205942
5125.097387536972,20,210801
2371.5406294866675,20,218676
2805.9853520108604,20,205364
3554.6019608174065,20,189169
3980.9773446445424,20,204559
2749.3439842498756,20,189877
4840.098094649584,20,202817
2867.3409440546775,20,200584
3330.691400098704,20,200817
3832.808006508404,20,193823
2824.2449563034984,20,201229
2627.6569951430747,20,195775
3106.0446591314926,20,198392
3139.8160994444943,20,215672
2543.9025457103335,20,342862
2775.735621960837,20,343581
3341.821510070145,20,192103
3300.7716315878633,20,188990
2800.422032637812,20,208351
2905.477803963417,20,205354
3978.6003749021147,20,203669
3646.263053036598,20,210791
3056.8143485751484,20,199106
2552.03990591166,20,201758
3855.438234663163,20,195239
4165.19818846646,20,236229
2825.12694065296,20,193094
4391.153831829295,20,203752
3444.24175110628,20,192543
3196.6728605435296,20,224655
2908.9591075840863,20,201847
2639.012602200442,20,198194
3061.7058869887096,20,196776
3516.589379737702,20,202273
2630.806542491707,20,205161
4618.299238190725,20,196263
3712.5511099420755,20,192924
4347.753813795793,20,192564
2616.2679489249563,20,210106
3741.460166260804,20,207484
2778.3389581023876,20,211122
3465.152998393215,20,190055
2788.1389916204425,20,201916
4149.076810237175,20,196692
3186.756640877042,20,196337
2750.422785066464,20,197909
3002.94851194264,20,198902
2732.4301620595957,20,192271
3748.5140454254724,20,200787
3237.1289193721313,20,195207
2588.2514358331987,20,201139
5743.174474871211,20,224220
3614.7389134562713,20,196709
5217.3788161884095,20,209817
4063.6423604772313,20,201522
3205.647538001872,20,195528
4775.25242703784,20,227856
5049.924178491729,20,196041
2855.5919669835394,20,212207
2585.7478700471593,20,199248
3230.379177728584,20,195859
3101.6162419113803,20,190612
2421.25943615554,20,225152
3506.9576623288185,20,191955
3768.046521991415,20,195221
3537.59224617158,20,207153
5096.784448529096,20,202659
4140.369585072231,20,213283
2757.505672992513,20,199079
3467.669351306651,20,1200668
2561.3864556238323,20,199364
3032.6522018386013,20,189849
3247.98467287976,20,194779
2650.094357499188,20,203517
3270.4085793212394,20,206152
6222.641369556715,20,208392
4705.825809396981,20,196960
3079.213772243422,20,201272
4520.859081889255,20,197675
2952.275069331188,20,198130
